,V1 (V),Ang1 (°),V2 (V),Ang2 (°),V3 (V),Ang3 (°)
0,277.035,-0.13,277.034,119.92,276.849,-120.11
0,277.04,-0.12,277.021,119.92,276.863,-120.1
0,277.056,-0.09,276.991,119.94,276.902,-120.09
0,277.061,-0.09,276.995,119.94,276.897,-120.09
0,277.042,-0.1,277.028,119.94,276.884,-120.08
0,277.03,-0.09,277.045,119.95,276.887,-120.07
0,276.977,-0.15,277.15,119.92,276.784,-120.09
0,276.977,-0.15,277.15,119.92,276.784,-120.09
0,276.948,-0.15,277.193,119.92,276.773,-120.07
0,276.948,-0.15,277.194,119.92,276.773,-120.07
0,276.938,-0.17,277.214,119.91,276.744,-120.08
0,276.996,-0.16,277.127,119.91,276.771,-120.1
0,277.001,-0.15,277.116,119.91,276.786,-120.1
0,276.97,-0.11,277.149,119.94,276.833,-120.06
0,276.984,-0.19,277.157,119.89,276.728,-120.12
0,276.999,-0.16,277.125,119.91,276.774,-120.1
0,277.036,-0.1,277.039,119.94,276.878,-120.08
0,277.036,-0.09,277.033,119.95,276.897,-120.07
0,277.038,-0.08,277.028,119.95,276.903,-120.07
0,276.991,-0.07,277.062,119.95,276.926,-120.05
0,276.969,-0.07,277.082,119.95,276.936,-120.04
0,276.974,-0.06,277.07,119.96,276.953,-120.03
0,276.977,-0.05,277.061,119.96,276.964,-120.03
0,276.982,-0.05,277.063,119.97,276.959,-120.03
0,276.977,-0.05,277.06,119.96,276.965,-120.03
0,276.996,-0.04,277.065,119.98,276.949,-120.02
0,276.99,-0.06,277.089,119.97,276.917,-120.03
0,276.989,-0.06,277.091,119.97,276.915,-120.03
0,276.99,-0.06,277.091,119.97,276.915,-120.03
0,276.99,-0.06,277.089,119.97,276.917,-120.03
0,276.99,-0.06,277.09,119.97,276.916,-120.03
0,276.992,-0.06,277.086,119.97,276.92,-120.03
0,276.989,-0.06,277.084,119.97,276.923,-120.03
0,276.96,-0.07,277.078,119.95,276.946,-120.04
0,276.96,-0.07,277.078,119.95,276.946,-120.04
0,276.96,-0.07,277.078,119.95,276.946,-120.04
0,276.969,-0.05,277.049,119.96,276.983,-120.03
0,276.96,-0.07,277.078,119.95,276.948,-120.04
0,276.96,-0.07,277.076,119.95,276.95,-120.04
0,276.959,-0.07,277.079,119.95,276.946,-120.04
0,276.959,-0.07,277.079,119.95,276.946,-120.04
0,276.96,-0.07,277.077,119.95,276.949,-120.04
0,276.963,-0.06,277.072,119.95,276.955,-120.04
0,276.96,-0.07,277.078,119.95,276.948,-120.04
0,276.959,-0.07,277.079,119.95,276.946,-120.04
0,276.972,-0.07,277.082,119.96,276.936,-120.04
0,276.977,-0.06,277.069,119.96,276.953,-120.03
0,277.017,-0.06,276.984,119.95,276.979,-120.06
0,276.993,-0.04,277.032,119.97,276.981,-120.03
0,277.018,-0.06,276.982,119.94,276.979,-120.06
0,277.018,-0.06,276.982,119.94,276.98,-120.06
0,276.994,-0.04,277.033,119.97,276.98,-120.03
0,277.016,-0.06,276.985,119.95,276.979,-120.06
0,277.01,-0.08,277.009,119.93,276.944,-120.07
0,277.015,-0.07,276.994,119.94,276.963,-120.07
0,277.026,-0.07,276.998,119.95,276.953,-120.06
0,276.978,-0.05,277.041,119.95,276.975,-120.04
0,277.017,-0.06,276.985,119.94,276.976,-120.07
0,277.04,-0.04,276.971,119.96,276.986,-120.05
0,277.052,-0.03,276.968,119.98,276.992,-120.04
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.011,0.0,277.012,120.0,277.014,-120.0
0,277.013,0.0,277.013,120.0,277.013,-120.0
0,277.013,0.0,277.013,120.0,277.013,-120.0
0,277.013,0.0,277.013,120.0,277.013,-120.0
0,277.013,0.0,277.013,120.0,277.013,-120.0
0,277.013,0.0,277.013,120.0,277.013,-120.0
0,277.013,0.0,277.013,120.0,277.013,-120.0
0,277.013,0.0,277.013,120.0,277.013,-120.0
0,277.013,0.0,277.013,120.0,277.013,-120.0
