,Type 1 lines losses (W),Type 2 lines losses (W),Type 3 lines losses (W),Type 4 lines losses (W),Type 5 lines losses (W),Total lines losses (W)
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
