,Total line losses (W)
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
